Τελευταία Ενημέρωση;Τρίτη, 22 Ιουλίου 2014 16:05;;;;;;
Κωδικός;Περιγραφή;Τιμή;Last Import;Barcode;Κατηγορία;Συν. Διαθέσιμο Απόθεμα;Συνολικό Απόθεμα
305277;ΛΑΣΤΙΧΑ 305277 Ν.1128 ΣΕΤ;1,80;15/05/2014;5205103040907;ΑΞΕΣΟΥΑΡ ΜΑΛΛΙΩΝ;21;21
305279;ΛAΣΤΙΧA 305279 Ν.7550;2,45;12/06/2014;5205103040921;ΑΞΕΣΟΥΑΡ ΜΑΛΛΙΩΝ;0;0
305280;B.BAG 305280 WHITE HEART CES1001;29,90;22/04/2014;5205103043304;ΑΞΕΣΟΥΑΡ;3;3
305282;ΠΙΑΣΤΡΕΣ 305282 Ν.500151;1,10;15/05/2014;5205103041171;ΑΞΕΣΟΥΑΡ ΜΑΛΛΙΩΝ;39;39
305283;ΠΙΑΣΤΡΕΣ 305283 Ν.500154;1,45;13/05/2014;5205103041188;ΑΞΕΣΟΥΑΡ ΜΑΛΛΙΩΝ;12;12
305284;ΠΙΑΣΤΡΕΣ 305284 Ν.500155;1,45;13/05/2014;5205103041263;ΑΞΕΣΟΥΑΡ ΜΑΛΛΙΩΝ;18;18
305287;ΣΟΥΡΕΣ 305287 Ν.500731;1,00;13/05/2014;5205103041294;ΑΞΕΣΟΥΑΡ ΜΑΛΛΙΩΝ;6;6
305288;ΣΟΥΡΕΣ 305288 Ν.57811;1,95;15/05/2014;5205103041300;ΑΞΕΣΟΥΑΡ ΜΑΛΛΙΩΝ;40;40
305289;ΣΤΕΦΑΝΑΚΙ 305289 Ν.4008;5,95;13/05/2014;5205103041331;ΑΞΕΣΟΥΑΡ ΜΑΛΛΙΩΝ;12;12
305290;ΣΤΕΦΑΝΑΚΙ 305290 Ν.40081;5,95;13/05/2014;5205103041386;ΑΞΕΣΟΥΑΡ ΜΑΛΛΙΩΝ;18;18
305292;ΣΤΕΦΑΝΑΚΙ 305292 Ν.500751;2,45;15/05/2014;5205103041416;ΑΞΕΣΟΥΑΡ ΜΑΛΛΙΩΝ;15;15
305293;ΣΤΕΦΑΝΑΚΙ 305293 Ν.500754;3,60;13/05/2014;5205103041423;ΑΞΕΣΟΥΑΡ ΜΑΛΛΙΩΝ;12;12
305294;ΣΤΕΦΑΝΑΚΙ 305294 Ν.500755;3,60;15/05/2014;5205103041492;ΑΞΕΣΟΥΑΡ ΜΑΛΛΙΩΝ;12;12
305295;ΣΤΕΦΑΝΑΚΙ 305295 Ν.605031;1,80;15/05/2014;5205103041553;ΑΞΕΣΟΥΑΡ ΜΑΛΛΙΩΝ;19;19
305296;ΣΤΕΦΑΝΑΚΙ 305296 Ν.605036;2,45;15/05/2014;5205103041560;ΑΞΕΣΟΥΑΡ ΜΑΛΛΙΩΝ;16;16
305297;ΣΤΕΦAΝAΚΙ 305297 Ν.700858Κ;1,45;13/05/2014;5205103041577;ΑΞΕΣΟΥΑΡ ΜΑΛΛΙΩΝ;6;6
305298;ΣΤΕΦAΝAΚΙ 305298 Ν.700869;1,65;13/05/2014;5205103041607;ΑΞΕΣΟΥΑΡ ΜΑΛΛΙΩΝ;6;6
305299;ΣΤΕΦAΝAΚΙ 305299 Ν.7307;6,95;15/05/2014;5205103041614;ΑΞΕΣΟΥΑΡ ΜΑΛΛΙΩΝ;18;18
305302;ΛAΣΤΙΧA 305302 Ν.161ΜΚ ΣΕΤ;1,45;15/05/2014;5205103041850;ΑΞΕΣΟΥΑΡ ΜΑΛΛΙΩΝ;93;93
305303;ΛAΣΤΙΧA 305303 Ν.1124ΜΚ ΣΕΤ;1,40;15/05/2014;5205103041867;ΑΞΕΣΟΥΑΡ ΜΑΛΛΙΩΝ;81;81
305304;ΛAΣΤΙΧA 305304 Ν.1128ΜΚ ΣΕΤ;1,90;15/05/2014;5205103041874;ΑΞΕΣΟΥΑΡ ΜΑΛΛΙΩΝ;81;81
305305;B.TOWEL 305305 MARCEL VERT100x170ORAN/PI;24,90;28/03/2014;5205103042598;ΛΕΥΚΑ ΕΙΔΗ;0;3
305306;B.TOWEL 305306 MARCEL VERT100x170GRE/PIN;24,90;28/03/2014;5205103042604;ΛΕΥΚΑ ΕΙΔΗ;8;11
305307;B.TOWEL 305307 VAGUE CERISE90x160ORANGE/;24,90;28/03/2014;5205103042635;ΛΕΥΚΑ ΕΙΔΗ;0;3
305308;B.TOWEL 305308 VAGUE VIOLET90x160PURPLE/;24,90;28/03/2014;5205103042642;ΛΕΥΚΑ ΕΙΔΗ;55;58
305309;SCARF 305309 BLACK/WHITE;14,90;07/05/2014;5205103043182;ΑΞΕΣΟΥΑΡ;58;59
305310;SCARF 305310 OLD PINK;16,90;07/05/2014;5205103042864;ΑΞΕΣΟΥΑΡ;58;59
305312;SCARF 305312 PINK368;12,90;07/05/2014;5205103042925;ΑΞΕΣΟΥΑΡ;58;59
305313;SCARF 305313 BLACK/WHITE;12,90;15/04/2014;5205103042932;ΑΞΕΣΟΥΑΡ;6;7
305314;SCARF 305314 WHITE;14,90;07/05/2014;5205103042949;ΑΞΕΣΟΥΑΡ;77;79
305315;SCARF 305315 BEIGE;14,90;07/05/2014;5205103042956;ΑΞΕΣΟΥΑΡ;58;59
305316;SCARF 305316 BLUE/FUCHSIA;11,90;15/04/2014;5205103042963;ΑΞΕΣΟΥΑΡ;10;11
305317;SCARF 305317 BLUE;12,95;07/05/2014;5205103042970;ΑΞΕΣΟΥΑΡ;58;59
305319;HAT 305319 NATURE WITH BLACK;6,99;07/05/2014;5205103042994;ΑΞΕΣΟΥΑΡ;77;79
305320;HAT 305320 WHITE;10,90;28/05/2014;5205103043007;ΑΞΕΣΟΥΑΡ;76;78
305321;HAT 305321 BEIGE;10,90;28/05/2014;5205103043014;ΑΞΕΣΟΥΑΡ;53;55
305322;HAT 305322 BLACK/NOIR;10,90;28/05/2014;5205103043021;ΑΞΕΣΟΥΑΡ;78;80
305323;HAT 305323 WHITE;10,90;07/05/2014;5205103043038;ΑΞΕΣΟΥΑΡ;0;1
305324;HAT 305324 BEIGE;10,90;12/05/2014;5205103043045;ΑΞΕΣΟΥΑΡ;0;2
305333;KΛAΜΜΕΡ 305333 Ν.16Λ;6,95;03/06/2014;5205103043731;ΑΞΕΣΟΥΑΡ ΜΑΛΛΙΩΝ;0;0
305334;KΛAΜΜΕΡ 305334 Ν.2294;8,95;03/06/2014;5205103043748;ΑΞΕΣΟΥΑΡ ΜΑΛΛΙΩΝ;0;0
305335;KΛAΜΜΕΡ 305335 Ν.258Χ;4,95;03/06/2014;5205103043755;ΑΞΕΣΟΥΑΡ ΜΑΛΛΙΩΝ;0;0
305336;KΛAΜΜΕΡ 305336 Ν.4508;7,50;03/06/2014;5205103043762;ΑΞΕΣΟΥΑΡ ΜΑΛΛΙΩΝ;0;0
305337;KΛAΜΜΕΡ 305337 Ν.609;3,50;03/06/2014;5205103043779;ΑΞΕΣΟΥΑΡ ΜΑΛΛΙΩΝ;0;0
305338;ΛΑΣΤΙΧΑ 305338 Ν.4150;4,95;03/06/2014;5205103043786;ΑΞΕΣΟΥΑΡ ΜΑΛΛΙΩΝ;0;0
305339;ΚΛΙΚ ΚΛΑΚ 305339 Ν.4150;4,95;03/06/2014;5205103043793;ΑΞΕΣΟΥΑΡ ΜΑΛΛΙΩΝ;0;0
306000;SCARF 306000 BLEU CLAIR 0500;18,50;23/04/2014;5205103026567;ΑΞΕΣΟΥΑΡ;6;6
306001;SCARF 306001 ORANGE FONCE 0950;18,50;28/03/2014;5205103026581;ΑΞΕΣΟΥΑΡ;23;23
306002;SCARF 306002 ORANGE FONCE 0950;16,90;28/03/2014;5205103026598;ΑΞΕΣΟΥΑΡ;10;10
306003;SCARF 306003 BLEU FONCE 0550;16,90;04/04/2014;5205103026604;ΑΞΕΣΟΥΑΡ;6;6
306004;SCARF 306004 NOIR 0200;18,50;22/05/2014;5205103026628;ΑΞΕΣΟΥΑΡ;0;0
306005;SCARF 306005 JAUNE FONCE 1050;18,50;06/06/2014;5205103026635;ΑΞΕΣΟΥΑΡ;0;0
306006;SCARF 306006 VERT FONCE 0852;18,50;30/05/2014;5205103026642;ΑΞΕΣΟΥΑΡ;0;0
306007;SCARF 306007 BLEU FONCE 0551;16,90;24/04/2014;5205103026659;ΑΞΕΣΟΥΑΡ;4;4
306008;SCARF 306008 MARRON 0751;18,50;06/05/2014;5205103026666;ΑΞΕΣΟΥΑΡ;19;19
306009;SCARF 306009 ROUGE FONCE 0650;18,50;15/04/2014;5205103026673;ΑΞΕΣΟΥΑΡ;7;7
306010;SCARF 306010 NOIR 0200;21,50;30/05/2014;5205103026680;ΑΞΕΣΟΥΑΡ;0;0
306011;SCARF 306011 GRIS FONCE 1251;22,90;03/07/2014;5205103026697;ΑΞΕΣΟΥΑΡ;1;1
306012;SCARF 306012 ROUGE FONCE 0651;21,50;03/07/2014;5205103026703;ΑΞΕΣΟΥΑΡ;1;1
306013;SCARF 306013 MARRON FONCE 0751;18,50;28/04/2014;5205103026710;ΑΞΕΣΟΥΑΡ;2;2
306014;SCARF 306014 BLEU CLAIR 0501;18,50;26/05/2014;5205103026734;ΑΞΕΣΟΥΑΡ;0;0
306015;SCARF 306015 BLEU FONCE 0551;18,50;30/05/2014;5205103026758;ΑΞΕΣΟΥΑΡ;0;0
306016;SCARF 306016 NOIR;18,50;30/05/2014;5205103026765;ΑΞΕΣΟΥΑΡ;0;0
306017;SCARF 306017 VERT CLAIR 0800;18,90;30/05/2014;5205103026772;ΑΞΕΣΟΥΑΡ;0;0
306018;SCARF 306018 BLEU FONCE 0550;22,50;26/05/2014;5205103026789;ΑΞΕΣΟΥΑΡ;0;0
306019;SCARF 306019 GRIS FONCE 1251;19,90;30/05/2014;5205103026796;ΑΞΕΣΟΥΑΡ;0;0
306020;SCARF 306020 ROSE CLAIR 0401;19,90;15/04/2014;5205103026802;ΑΞΕΣΟΥΑΡ;7;7
306022;SCARF 306022 MARRON CLAIR 0750;19,90;15/05/2014;5205103026826;ΑΞΕΣΟΥΑΡ;1;1
306023;SCARF 306023 NOIR 0201;19,90;04/04/2014;5205103026833;ΑΞΕΣΟΥΑΡ;4;4
306025;SCARF 306025 ROSE FONCE 0450;18,90;30/05/2014;5205103026857;ΑΞΕΣΟΥΑΡ;0;0
306026;HAT 306026 BLEU FONCE 0551;17,99;30/05/2014;5205103026864;ΑΞΕΣΟΥΑΡ;0;0
306027;HAT 306027 NOIR 0200;17,99;30/05/2014;5205103026888;ΑΞΕΣΟΥΑΡ;0;0
306028;HAT 306028 ROSE FONCE 0453;17,99;30/05/2014;5205103026895;ΑΞΕΣΟΥΑΡ;0;0
306029;HAT 306029 MARRON CLAIR 0703;17,99;30/05/2014;5205103026918;ΑΞΕΣΟΥΑΡ;0;0
306030;BAG 306030 NOIR/WHITE A1550-2;54,90;11/10/2013;5205103027052;ΑΞΕΣΟΥΑΡ;57;57
306031;BAG 306031 NOIR A1488-1;54,90;15/05/2014;5205103027090;ΑΞΕΣΟΥΑΡ;4;4
306032;BAG 306032 TAUPE A1487-3;54,90;28/03/2014;5205103027113;ΑΞΕΣΟΥΑΡ;6;6
306033;BAG 306033 TAUPE A1556-2;54,90;30/05/2014;5205103027120;ΑΞΕΣΟΥΑΡ;0;0
306034;BAG 306034 TAUPE A1539-1;54,90;30/05/2014;5205103027151;ΑΞΕΣΟΥΑΡ;0;0
306035;BAG 306035 NOIR A1549-1;54,90;20/05/2014;5205103027168;ΑΞΕΣΟΥΑΡ;0;0
306036;BAG 306036 BROWN A1529-1;54,90;11/10/2013;5205103027182;ΑΞΕΣΟΥΑΡ;43;43
306037;BAG 306037 NR/MU A1536-2;54,90;30/05/2014;5205103027205;ΑΞΕΣΟΥΑΡ;0;0
306038;BAG 306038 BLUE A1530-3;54,90;11/10/2013;5205103027229;ΑΞΕΣΟΥΑΡ;43;43
306039;BAG 306039 TAUPE A1507-3;54,90;04/09/2013;5205103027236;ΑΞΕΣΟΥΑΡ;39;39
306042;BOOTS 306042 N38 CAMEL BOT0327-G;19,50;28/04/2014;5205103027267;ΑΞΕΣΟΥΑΡ;0;0
306052;BOOTS 306052 N36 BLACK BOT0332;22,50;22/05/2014;5205103027373;ΑΞΕΣΟΥΑΡ;0;0
306053;BOOTS 306053 N37 BLACK BOT0332;22,50;05/06/2014;5205103027380;ΑΞΕΣΟΥΑΡ;0;0
306054;BOOTS 306054 N38 BLACK BOT0332;22,50;30/05/2014;5205103027397;ΑΞΕΣΟΥΑΡ;0;0
306055;BOOTS 306055 N39 BLACK BOT0332;22,50;22/05/2014;5205103027403;ΑΞΕΣΟΥΑΡ;0;0
306056;BOOTS 306056 N40 BLACK BOT0332;22,50;30/05/2014;5205103027410;ΑΞΕΣΟΥΑΡ;0;0
306057;BOOTS 306057 N41 BLACK BOT0332;22,50;30/05/2014;5205103027427;ΑΞΕΣΟΥΑΡ;0;0
306058;SLIPPER 306058 36Νο GRIS PANT956;18,90;26/05/2014;5205103027434;ΑΞΕΣΟΥΑΡ;0;0
306059;SLIPPER 306059 37Νο GRIS PANT956;18,90;26/05/2014;5205103027458;ΑΞΕΣΟΥΑΡ;0;0
306060;SLIPPER 306060 38Νο GRIS PANT956;18,90;22/05/2014;5205103027465;ΑΞΕΣΟΥΑΡ;0;0
306061;SLIPPER 306061 39Νο GRIS PANT956;18,90;26/05/2014;5205103027472;ΑΞΕΣΟΥΑΡ;0;0
306062;SLIPPER 306062 40Νο GRIS PANT956;18,90;26/05/2014;5205103027489;ΑΞΕΣΟΥΑΡ;0;0
306064;SLIPPER 306064 36Νο BEIGE PANT956;18,90;30/05/2014;5205103027502;ΑΞΕΣΟΥΑΡ;0;0
306065;SLIPPER 306065 37Νο BEIGE PANT956;18,90;30/05/2014;5205103027519;ΑΞΕΣΟΥΑΡ;0;0
306066;SLIPPER 306066 38Νο BEIGE PANT956;18,90;30/05/2014;5205103027526;ΑΞΕΣΟΥΑΡ;0;0
306067;SLIPPER 306067 39Νο BEIGE PANT956;18,90;30/05/2014;5205103027533;ΑΞΕΣΟΥΑΡ;0;0
306068;SLIPPER 306068 40Νο BEIGE PANT956;18,90;30/05/2014;5205103027540;ΑΞΕΣΟΥΑΡ;0;0
306069;SLIPPER 306069 41Νο BEIGE PANT956;18,90;30/05/2014;5205103027557;ΑΞΕΣΟΥΑΡ;0;0
306070;SLIPPER 306070 36/37GRIS PANT961;12,90;19/05/2014;5205103027564;ΑΞΕΣΟΥΑΡ;0;0
306072;SLIPPER 306072 38/39GRIS PANT961;12,90;30/05/2014;5205103027595;ΑΞΕΣΟΥΑΡ;0;0
306074;SLIPPER 306074 40/41GRIS PANT961;12,90;19/05/2014;5205103027625;ΑΞΕΣΟΥΑΡ;0;0
306076;SLIPPER 306076 36/37BLUE PANT961;12,90;30/05/2014;5205103027649;ΑΞΕΣΟΥΑΡ;0;0
306078;SLIPPER 306078 38/39BLUE PANT961;12,90;30/05/2014;5205103027694;ΑΞΕΣΟΥΑΡ;0;0
306080;SLIPPER 306080 40/41BLUE PANT961;12,90;20/05/2014;5205103027700;ΑΞΕΣΟΥΑΡ;0;0
306085;HATS 306085 WARM DARK GREY;14,90;30/05/2014;5205103028103;ΑΞΕΣΟΥΑΡ;0;0
306087;HATS 306087 BLACK;17,90;30/05/2014;5205103028172;ΑΞΕΣΟΥΑΡ;0;0
306089;GLOVES 306089 TAUPE;15,95;21/05/2014;5205103028196;ΑΞΕΣΟΥΑΡ;0;0
306090;SCARVES 306090 BLACK;12,95;22/05/2014;5205103028219;ΑΞΕΣΟΥΑΡ;0;0
306091;SCARVES 306091 MULTI BLACK;19,90;30/05/2014;5205103028226;ΑΞΕΣΟΥΑΡ;0;0
306092;SCARVES 306092 BLACK;19,90;30/05/2014;5205103028233;ΑΞΕΣΟΥΑΡ;0;0
306093;SCARVES 306093 MID GREY;14,90;04/04/2014;5205103028264;ΑΞΕΣΟΥΑΡ;12;12
306094;SCARVES 306094 HAKI;19,90;19/09/2013;5205103028295;ΑΞΕΣΟΥΑΡ;26;26
306095;SCARVES 306095 CORAL/GREY;15,95;19/09/2013;5205103028325;ΑΞΕΣΟΥΑΡ;28;28
306096;SCARVES 306096 MID GREY;15,95;24/04/2014;5205103028363;ΑΞΕΣΟΥΑΡ;4;4
306097;SCARVES 306097 MULTI BLACK;18,90;17/05/2014;5205103028370;ΑΞΕΣΟΥΑΡ;10;10
306098;GLOVES 306098 LIGHT GREY W525GT12505;8,90;24/04/2014;5205103028387;ΑΞΕΣΟΥΑΡ;2;2
306099;GLOVES 306099 RED W525GT12505;8,90;04/04/2014;5205103028394;ΑΞΕΣΟΥΑΡ;16;16
306100;HAT 306100 BLACK 4CH351;7,90;30/05/2014;5205103028400;ΑΞΕΣΟΥΑΡ;0;0
306101;HAT 306101 CAMEL 27CH68;10,90;28/03/2014;5205103028417;ΑΞΕΣΟΥΑΡ;50;50
306102;HAT 306102 DARK GREY 4CH940;7,90;30/05/2014;5205103028462;ΑΞΕΣΟΥΑΡ;0;0
306103;HAT 306103 GREY 4CH945;14,90;30/05/2014;5205103028486;ΑΞΕΣΟΥΑΡ;0;0
306104;HAT 306104 BLACK 4CH946;14,90;30/05/2014;5205103028509;ΑΞΕΣΟΥΑΡ;0;0
306105;HAT 306105 PURPLE 408B1512;8,90;30/05/2014;5205103028516;ΑΞΕΣΟΥΑΡ;0;0
306106;HAT 306106 NAVY 408B1512;8,90;30/05/2014;5205103028547;ΑΞΕΣΟΥΑΡ;0;0
306107;HAT 306107 GREY W515CH1504;10,90;04/04/2014;5205103028554;ΑΞΕΣΟΥΑΡ;31;31
306108;CARDIGAN 306108 DARK TAUPE 408P858;31,00;13/05/2014;5205103028561;ΑΞΕΣΟΥΑΡ;3;3
306109;CARDIGAN 306109 PURPLE 575P851;28,50;17/10/2013;5205103028578;ΑΞΕΣΟΥΑΡ;45;45
306110;SCARVES 306110 RU D7E12502;17,90;16/04/2014;5205103028646;ΑΞΕΣΟΥΑΡ;20;20
306111;UMBRELLA 306111 BLACK SUP.MINI;5,95;20/05/2014;5205103029254;ΑΞΕΣΟΥΑΡ;0;0
306112;UMBRELLA 306112 MULTI MALE CARREAU;6,95;23/12/2013;5205103029261;ΑΞΕΣΟΥΑΡ;273;273
306113;SCARVES 306113 GREEN/HAKI SFC1323;16,90;13/11/2013;5205103029278;ΑΞΕΣΟΥΑΡ;37;37
306114;SCARVES 306114 GREY;17,50;30/05/2014;5205103029285;ΑΞΕΣΟΥΑΡ;0;0
306115;SCARVES 306115 DARK BLUE;14,50;26/11/2013;5205103029292;ΑΞΕΣΟΥΑΡ;8;8
306116;SCARVES 306116 BROWN;16,90;26/11/2013;5205103029308;ΑΞΕΣΟΥΑΡ;10;10
306117;SCARVES 306117 RED;16,90;26/11/2013;5205103029315;ΑΞΕΣΟΥΑΡ;26;26
306118;SCARVES 306118 GREEN;16,50;26/11/2013;5205103029322;ΑΞΕΣΟΥΑΡ;53;53
306119;SCARVES 306119 PURPLE;16,50;26/11/2013;5205103029339;ΑΞΕΣΟΥΑΡ;32;32
306120;SCARVES 306120 GREY;16,50;30/05/2014;5205103029346;ΑΞΕΣΟΥΑΡ;0;0
306121;SCARVES 306121 PINK;16,50;26/11/2013;5205103029353;ΑΞΕΣΟΥΑΡ;72;72
306122;SCARVES 306122 BROWN;17,90;26/11/2013;5205103029360;ΑΞΕΣΟΥΑΡ;24;24
306123;SCARVES 306123 BLACK/GREY;17,90;26/11/2013;5205103029377;ΑΞΕΣΟΥΑΡ;21;21
306125;SCARVES 306125 BROWN;16,50;13/11/2013;5205103029391;ΑΞΕΣΟΥΑΡ;14;14
306126;SCARVES 306126 FUCHSIA;16,50;16/04/2014;5205103029407;ΑΞΕΣΟΥΑΡ;2;2
306128;SCARVES 306128 BLACK/WHITE;16,50;26/11/2013;5205103029421;ΑΞΕΣΟΥΑΡ;12;12
306131;SCARVES 306131 RED/BLACK;17,50;06/05/2014;5205103029469;ΑΞΕΣΟΥΑΡ;15;15
306133;SCARVES 306133 BROWN;17,50;26/11/2013;5205103029513;ΑΞΕΣΟΥΑΡ;21;21
306135;SCARVES 306135 BROWN/TIRQUISE;15,90;26/11/2013;5205103029568;ΑΞΕΣΟΥΑΡ;6;6
306138;CARDIGAN 306138 BROWN;19,50;26/11/2013;5205103029599;ΑΞΕΣΟΥΑΡ;55;55
306139;CARDIGAN 306139 BLACK;19,50;04/04/2014;5205103029605;ΑΞΕΣΟΥΑΡ;19;19
306141;GLOVES 306141 BLACK;4,99;30/05/2014;5205103029629;ΑΞΕΣΟΥΑΡ;0;0
306142;GLOVES 306142 BROWN;4,99;30/05/2014;5205103029636;ΑΞΕΣΟΥΑΡ;0;0
306144;GLOVES 306144 RED;4,99;30/05/2014;5205103029650;ΑΞΕΣΟΥΑΡ;0;0
306146;GLOVES 306146 OFF WHITE;4,99;30/05/2014;5205103029674;ΑΞΕΣΟΥΑΡ;0;0
306149;GLOVES 306149 BLK WITH BROWN;10,90;16/04/2014;5205103029704;ΑΞΕΣΟΥΑΡ;5;5
306151;GLOVES 306151 BLK WITH BLK BUTTON;10,90;16/04/2014;5205103029735;ΑΞΕΣΟΥΑΡ;5;5
306153;GLOVES 306153 M BORDEAUX;10,90;18/03/2014;5205103029759;ΑΞΕΣΟΥΑΡ;7;7
306154;GLOVES 306154 GREY;10,90;15/04/2014;5205103029766;ΑΞΕΣΟΥΑΡ;2;2
306158;GLOVES 306158 RED ΜΕ ΦΙΟΓΚΟ;10,90;31/03/2014;5205103030069;ΑΞΕΣΟΥΑΡ;9;9
306159;HAT 306159 WITH SCARF PINK/PURPLE;15,90;04/04/2014;5205103030076;ΑΞΕΣΟΥΑΡ;4;4
306162;HAT 306162 OFF WHITE;14,90;26/05/2014;5205103030106;ΑΞΕΣΟΥΑΡ;0;0
306163;HAT 306163 BLACK;14,90;26/11/2013;5205103030113;ΑΞΕΣΟΥΑΡ;1;1
306166;EARMUFFLES 306166 BLACK;7,99;26/11/2013;5205103030144;ΑΞΕΣΟΥΑΡ;54;54
306167;EARMUFFLES 306167 BROWN;7,99;26/11/2013;5205103030151;ΑΞΕΣΟΥΑΡ;54;54
306168;EARMUFFLES 306168 GREY;7,99;26/11/2013;5205103030168;ΑΞΕΣΟΥΑΡ;44;44
306169;EARMUFFLES 306169 PURPLE;7,99;28/03/2014;5205103030182;ΑΞΕΣΟΥΑΡ;38;38
306170;SCARF 306170 NOIR 0201;21,50;30/05/2014;5205103030755;ΑΞΕΣΟΥΑΡ;0;0
306171;ΕΛΑΓΚΑ 306171 Ν.10447;3,15;15/01/2014;5205103031806;ΑΞΕΣΟΥΑΡ ΜΑΛΛΙΩΝ;23;23
306172;ΚΛΑΜΜΕΡ 306172 ΜΕΣ.Ν.102Α ΜΑΥΡΟ/ΚΑΦΕ;1,05;27/11/2013;5205103031844;ΑΞΕΣΟΥΑΡ ΜΑΛΛΙΩΝ;29;29
306173;ΚΛΑΜΜΕΡ 306173 ΜΕΓ.Ν.102Β ΜΑΥΡΟ/ΚΑΦΕ;1,30;27/11/2013;5205103031851;ΑΞΕΣΟΥΑΡ ΜΑΛΛΙΩΝ;26;26
306174;ΚΛΑΜΜΕΡ 306174 Ν.08Μ ΜΑΥΡΟ;1,15;04/02/2014;5205103031868;ΑΞΕΣΟΥΑΡ ΜΑΛΛΙΩΝ;18;18
306175;ΚΛΑΜΜΕΡ 306175 Ν.197;1,90;03/07/2014;5205103031875;ΑΞΕΣΟΥΑΡ ΜΑΛΛΙΩΝ;3;3
306176;ΚΛΑΜΜΕΡ 306176 Ν.30551;2,45;15/01/2014;5205103031899;ΑΞΕΣΟΥΑΡ ΜΑΛΛΙΩΝ;36;36
306177;ΚΛΑΜΜΕΡ 306177 Ν.30556;2,45;03/07/2014;5205103031912;ΑΞΕΣΟΥΑΡ ΜΑΛΛΙΩΝ;12;12
306178;ΚΛΑΜΜΕΡ 306178 Ν.44273 ΜΑΥΡΟ/ΚΑΦΕ;1,95;27/11/2013;5205103031929;ΑΞΕΣΟΥΑΡ ΜΑΛΛΙΩΝ;34;34
306179;ΚΛΑΜΜΕΡ 306179 Ν.44285 ΜΑΥΡΟ/ΚΑΦΕ;1,95;15/01/2014;5205103031936;ΑΞΕΣΟΥΑΡ ΜΑΛΛΙΩΝ;31;31
306180;ΚΛΑΜΜΕΡ 306180 Ν.4506;1,95;04/02/2014;5205103031950;ΑΞΕΣΟΥΑΡ ΜΑΛΛΙΩΝ;31;31
306181;ΚΛΑΜΜΕΡ 306181 Ν.603283Α;2,45;15/04/2014;5205103031967;ΑΞΕΣΟΥΑΡ ΜΑΛΛΙΩΝ;26;26
306182;ΚΛΑΜΜΕΡ 306182 Ν.603319;2,45;03/07/2014;5205103031974;ΑΞΕΣΟΥΑΡ ΜΑΛΛΙΩΝ;11;11
306183;ΚΛΑΜΜΕΡ 306183 Ν.603427;1,85;03/07/2014;5205103031981;ΑΞΕΣΟΥΑΡ ΜΑΛΛΙΩΝ;5;5
306184;ΚΛΑΜΜΕΡ 306184 Ν.603562;1,45;15/01/2014;5205103032360;ΑΞΕΣΟΥΑΡ ΜΑΛΛΙΩΝ;45;45
306185;ΚΛΑΜΜΕΡ 306185 Ν.603566;1,85;27/11/2013;5205103032001;ΑΞΕΣΟΥΑΡ ΜΑΛΛΙΩΝ;38;38
306186;ΚΛΑΜΜΕΡ 306186 Ν.603577;1,15;05/03/2014;5205103032018;ΑΞΕΣΟΥΑΡ ΜΑΛΛΙΩΝ;15;15
306187;ΚΛΑΜΜΕΡ 306187 Ν.603599;1,90;05/03/2014;5205103032032;ΑΞΕΣΟΥΑΡ ΜΑΛΛΙΩΝ;22;22
306188;ΚΛΑΜΜΕΡ 306188 Ν.6056;1,45;05/03/2014;5205103032049;ΑΞΕΣΟΥΑΡ ΜΑΛΛΙΩΝ;1;1
306189;ΚΛΑΜΜΕΡ 306189 Ν.6061;1,95;05/03/2014;5205103032056;ΑΞΕΣΟΥΑΡ ΜΑΛΛΙΩΝ;31;31
306190;ΚΛΑΜΜΕΡ 306190 Ν.6065Μ;1,95;05/03/2014;5205103032063;ΑΞΕΣΟΥΑΡ ΜΑΛΛΙΩΝ;11;11
306191;ΚΛΑΜΜΕΡ 306191 Ν.6069;1,95;27/11/2013;5205103032070;ΑΞΕΣΟΥΑΡ ΜΑΛΛΙΩΝ;35;35
306192;ΚΛΑΜΜΕΡ 306192 Ν.6268;1,45;05/03/2014;5205103032087;ΑΞΕΣΟΥΑΡ ΜΑΛΛΙΩΝ;12;12
306193;ΚΛΑΜΜΕΡ 306193 Ν.700201;1,95;05/03/2014;5205103032094;ΑΞΕΣΟΥΑΡ ΜΑΛΛΙΩΝ;34;34
306194;ΚΛΑΜΜΕΡ 306194 Ν.700217;1,95;03/07/2014;5205103032100;ΑΞΕΣΟΥΑΡ ΜΑΛΛΙΩΝ;1;1
306195;ΚΛΑΜΜΕΡ 306195 ΜΕΓ.Ν.823Τ;1,95;05/03/2014;5205103032124;ΑΞΕΣΟΥΑΡ ΜΑΛΛΙΩΝ;16;16
306196;ΚΛΑΜΜΕΡ 306196 ΜΙΚ.Ν.88;1,45;27/11/2013;5205103032131;ΑΞΕΣΟΥΑΡ ΜΑΛΛΙΩΝ;41;41
306197;ΚΛΑΜΜΕΡ 306197 Ν.8907;1,95;27/11/2013;5205103032148;ΑΞΕΣΟΥΑΡ ΜΑΛΛΙΩΝ;55;55
306198;ΛΑΣΤΙΧΑ 306198 Ν.0054;1,90;03/07/2014;5205103032155;ΑΞΕΣΟΥΑΡ ΜΑΛΛΙΩΝ;4;4
306199;ΛΑΣΤΙΧΑ 306199 Ν.0677;2,95;15/04/2014;5205103032162;ΑΞΕΣΟΥΑΡ ΜΑΛΛΙΩΝ;39;39
